Mobility_Surrogate_Key,Metro_Area,Province,Subregion,Retail_And_Recreation,Grocery_And_Pharmacy,Parks,Transit_Stations,Workplaces,Residential
594,,Ontario,Regional Municipality of York,-23.0,6.0,204.0,-40.0,-7.0,4.0
595,,Ontario,Regional Municipality of York,-45.0,-35.0,201.0,-73.0,-83.0,26.0
596,,Ontario,Regional Municipality of York,-21.0,8.0,140.0,-55.0,-45.0,17.0
597,,Ontario,Regional Municipality of York,-18.0,5.0,128.0,-55.0,-44.0,18.0
598,,Ontario,Regional Municipality of York,-23.0,-1.0,13.0,-59.0,-44.0,19.0
599,,Ontario,Regional Municipality of York,-19.0,4.0,97.0,-52.0,-40.0,17.0
600,,Ontario,Regional Municipality of York,-17.0,8.0,253.0,-33.0,-1.0,6.0
601,,Ontario,Regional Municipality of York,-20.0,-1.0,104.0,-47.0,-5.0,7.0
602,,Ontario,Regional Municipality of York,-27.0,-4.0,47.0,-58.0,-45.0,18.0
603,,Ontario,Regional Municipality of York,-26.0,3.0,91.0,-57.0,-45.0,18.0
604,,Ontario,Regional Municipality of York,-26.0,0.0,72.0,-59.0,-45.0,19.0
605,,Ontario,Regional Municipality of York,-26.0,2.0,59.0,-57.0,-43.0,19.0
606,,Ontario,Regional Municipality of York,-27.0,0.0,160.0,-51.0,-41.0,17.0
607,,Ontario,Regional Municipality of York,-27.0,5.0,142.0,-38.0,-5.0,8.0
608,,Ontario,Regional Municipality of York,-29.0,-1.0,127.0,-45.0,-8.0,7.0
609,,Ontario,Regional Municipality of York,-26.0,-2.0,62.0,-58.0,-44.0,18.0
610,,Ontario,Regional Municipality of York,-30.0,-2.0,15.0,-58.0,-44.0,19.0
611,,Ontario,Regional Municipality of York,-23.0,4.0,92.0,-56.0,-44.0,18.0
612,,Ontario,Regional Municipality of York,-25.0,4.0,34.0,-58.0,-43.0,19.0
613,,Ontario,Regional Municipality of York,-27.0,3.0,22.0,-55.0,-41.0,18.0
614,,Ontario,Regional Municipality of York,-26.0,9.0,138.0,-33.0,-5.0,7.0
615,,Ontario,Toronto Division,-56.0,-46.0,220.0,-66.0,-76.0,21.0
616,,Ontario,Toronto Division,-31.0,3.0,82.0,-57.0,-56.0,18.0
617,,Ontario,Toronto Division,-35.0,-4.0,92.0,-55.0,-57.0,18.0
618,,Ontario,Toronto Division,-36.0,-10.0,141.0,-39.0,-15.0,5.0
619,,Ontario,Toronto Division,-35.0,-14.0,129.0,-40.0,-13.0,3.0
620,,Ontario,Toronto Division,-33.0,-6.0,100.0,-57.0,-55.0,17.0
621,,Ontario,Toronto Division,-34.0,-6.0,95.0,-56.0,-55.0,17.0
622,,Ontario,Toronto Division,-34.0,-9.0,68.0,-57.0,-55.0,18.0
623,,Ontario,Toronto Division,-33.0,-2.0,87.0,-56.0,-54.0,18.0
624,,Ontario,Toronto Division,-36.0,-7.0,79.0,-55.0,-53.0,18.0
625,,Ontario,Toronto Division,-38.0,-11.0,30.0,-44.0,-15.0,8.0
626,,Ontario,Toronto Division,-32.0,-10.0,131.0,-37.0,-11.0,3.0
627,,Ontario,Toronto Division,-34.0,-8.0,86.0,-57.0,-54.0,17.0
628,,Ontario,Toronto Division,-33.0,-6.0,109.0,-56.0,-54.0,17.0
629,,Ontario,Toronto Division,-32.0,-8.0,101.0,-56.0,-53.0,17.0
630,,Ontario,Toronto Division,-36.0,-6.0,22.0,-59.0,-53.0,19.0
631,,Ontario,Toronto Division,-34.0,-5.0,109.0,-52.0,-52.0,16.0
632,,Ontario,Toronto Division,-34.0,-9.0,147.0,-35.0,-11.0,4.0
633,,Ontario,Toronto Division,-38.0,-16.0,66.0,-45.0,-15.0,4.0
634,,Ontario,Toronto Division,-31.0,-6.0,109.0,-56.0,-53.0,16.0
635,,Ontario,Toronto Division,-32.0,-5.0,110.0,-56.0,-52.0,16.0
636,,Ontario,Toronto Division,-36.0,-12.0,24.0,-59.0,-54.0,19.0
637,,Ontario,Toronto Division,-31.0,-2.0,105.0,-55.0,-52.0,17.0
638,,Ontario,Toronto Division,-34.0,-7.0,106.0,-53.0,-51.0,16.0
639,,Ontario,Toronto Division,-33.0,-9.0,156.0,-35.0,-12.0,3.0
640,,Ontario,Toronto Division,-33.0,-13.0,130.0,-37.0,-12.0,2.0
641,,Ontario,Toronto Division,-35.0,-10.0,60.0,-58.0,-54.0,17.0
642,,Ontario,Toronto Division,-32.0,-5.0,104.0,-55.0,-53.0,16.0
643,,Ontario,Toronto Division,-30.0,-7.0,85.0,-56.0,-54.0,17.0
644,,Ontario,Toronto Division,-28.0,-1.0,101.0,-54.0,-53.0,16.0
645,,Ontario,Toronto Division,-29.0,-4.0,105.0,-51.0,-52.0,14.0
646,,Ontario,Toronto Division,-32.0,-12.0,135.0,-34.0,-14.0,2.0
647,,Ontario,Toronto Division,-33.0,-16.0,23.0,-45.0,-18.0,4.0
648,,Ontario,Toronto Division,-43.0,-31.0,85.0,-69.0,-77.0,20.0
649,,Ontario,Toronto Division,-32.0,-7.0,13.0,-57.0,-55.0,17.0
650,,Ontario,Toronto Division,-26.0,-5.0,103.0,-53.0,-53.0,16.0
651,,Ontario,Toronto Division,-26.0,-3.0,111.0,-53.0,-52.0,16.0
652,,Ontario,Toronto Division,-30.0,-9.0,104.0,-51.0,-51.0,15.0
653,,Ontario,Toronto Division,-28.0,-11.0,162.0,-32.0,-10.0,2.0
654,,Ontario,Toronto Division,-28.0,-15.0,128.0,-35.0,-11.0,1.0
655,,Ontario,Toronto Division,-29.0,-11.0,91.0,-56.0,-53.0,15.0
656,,Ontario,Toronto Division,-29.0,-9.0,89.0,-55.0,-53.0,16.0
657,,Ontario,Toronto Division,-27.0,-10.0,102.0,-54.0,-53.0,16.0
658,,Ontario,Toronto Division,-27.0,-7.0,104.0,-53.0,-52.0,16.0
659,,Ontario,Toronto Division,-29.0,-10.0,100.0,-50.0,-51.0,14.0
660,,Ontario,Toronto Division,-27.0,-12.0,155.0,-31.0,-11.0,1.0
661,,Ontario,Toronto Division,-27.0,-15.0,79.0,-38.0,-13.0,2.0
662,,Ontario,Toronto Division,-31.0,-15.0,49.0,-56.0,-54.0,16.0
663,,Ontario,Toronto Division,-27.0,-9.0,93.0,-53.0,-52.0,15.0
664,,Ontario,Toronto Division,-27.0,-11.0,92.0,-53.0,-52.0,15.0
665,,Ontario,Toronto Division,-25.0,-4.0,106.0,-52.0,-51.0,15.0
666,,Ontario,Toronto Division,-29.0,-8.0,87.0,-50.0,-50.0,14.0
667,,Ontario,Toronto Division,-27.0,-11.0,141.0,-30.0,-9.0,2.0
668,,Ontario,Toronto Division,-26.0,-14.0,122.0,-33.0,-10.0,0.0
669,,Ontario,Toronto Division,-28.0,-10.0,86.0,-54.0,-52.0,15.0
670,,Ontario,Toronto Division,-26.0,-7.0,103.0,-52.0,-52.0,14.0
671,,Ontario,Toronto Division,-28.0,-12.0,49.0,-54.0,-51.0,16.0
672,,Ontario,Toronto Division,-26.0,-5.0,80.0,-52.0,-50.0,15.0
673,,Ontario,Toronto Division,-28.0,-8.0,79.0,-49.0,-50.0,14.0
674,,Ontario,Toronto Division,-26.0,-8.0,103.0,-32.0,-10.0,3.0
675,,Ontario,Toronto Division,-22.0,-11.0,142.0,-28.0,-9.0,0.0
676,,Ontario,Toronto Division,-24.0,-7.0,92.0,-51.0,-52.0,13.0
677,,Ontario,Toronto Division,-25.0,-6.0,95.0,-50.0,-52.0,14.0
678,,Ontario,Toronto Division,-25.0,-8.0,62.0,-53.0,-52.0,15.0
679,,Ontario,Toronto Division,-23.0,-4.0,92.0,-50.0,-50.0,14.0
680,,Ontario,Toronto Division,-24.0,-5.0,82.0,-48.0,-50.0,13.0
681,,Ontario,Toronto Division,-26.0,-11.0,100.0,-33.0,-12.0,2.0
682,,Ontario,Toronto Division,-19.0,-9.0,138.0,-28.0,-12.0,-1.0
683,,Ontario,Toronto Division,-53.0,-48.0,67.0,-71.0,-81.0,21.0
684,,Ontario,Toronto Division,-25.0,1.0,33.0,-53.0,-52.0,14.0
685,,Ontario,Toronto Division,-27.0,-7.0,43.0,-53.0,-51.0,15.0
686,,Ontario,Toronto Division,-25.0,-3.0,60.0,-51.0,-49.0,15.0
687,,Ontario,Toronto Division,-26.0,-7.0,68.0,-48.0,-48.0,14.0
688,,Ontario,Toronto Division,-22.0,-6.0,125.0,-30.0,-6.0,3.0
689,,Ontario,Toronto Division,-23.0,-10.0,85.0,-34.0,-10.0,3.0
690,,Ontario,Toronto Division,-26.0,-7.0,57.0,-53.0,-48.0,15.0
691,,Ontario,Toronto Division,-25.0,-6.0,63.0,-52.0,-48.0,15.0
692,,Ontario,Toronto Division,-26.0,-10.0,74.0,-51.0,-49.0,15.0
693,,Ontario,Toronto Division,-27.0,-5.0,60.0,-51.0,-48.0,15.0
694,,Ontario,Toronto Division,-28.0,-9.0,46.0,-49.0,-47.0,14.0
695,,Ontario,Toronto Division,-24.0,-7.0,92.0,-33.0,-7.0,4.0
696,,Ontario,Toronto Division,-23.0,-9.0,99.0,-34.0,-9.0,3.0
697,,Ontario,Toronto Division,-29.0,-9.0,55.0,-53.0,-49.0,15.0
698,,Ontario,Toronto Division,-29.0,-7.0,59.0,-52.0,-49.0,15.0
699,,Ontario,Toronto Division,-29.0,-9.0,68.0,-52.0,-48.0,15.0
700,,Ontario,Toronto Division,-30.0,-6.0,37.0,-52.0,-47.0,16.0
701,,Ontario,Toronto Division,-30.0,-7.0,61.0,-49.0,-46.0,14.0
702,,Ontario,Toronto Division,-25.0,-6.0,115.0,-32.0,-4.0,3.0
703,,Ontario,Toronto Division,-25.0,-8.0,108.0,-34.0,-7.0,2.0
704,,Ontario,Toronto Division,-32.0,-8.0,50.0,-54.0,-48.0,15.0
705,,Ontario,Toronto Division,-31.0,-6.0,33.0,-53.0,-48.0,15.0
706,,Ontario,Toronto Division,-32.0,-9.0,0.0,-54.0,-48.0,17.0
707,,Ontario,Toronto Division,-29.0,-1.0,32.0,-53.0,-45.0,16.0
708,,Ontario,Toronto Division,-33.0,-8.0,14.0,-51.0,-45.0,16.0
709,,Ontario,Toronto Division,-28.0,-7.0,66.0,-36.0,-7.0,6.0
710,,Ontario,Toronto Division,-33.0,-12.0,-12.0,-43.0,-14.0,6.0
711,,Ontario,Toronto Division,-32.0,-5.0,36.0,-54.0,-47.0,16.0
712,,Ontario,Toronto Division,-33.0,-6.0,39.0,-53.0,-47.0,15.0
713,,Ontario,Toronto Division,-34.0,-9.0,12.0,-55.0,-47.0,17.0
714,,Ontario,Toronto Division,-33.0,-3.0,14.0,-53.0,-46.0,17.0
715,,Ontario,Toronto Division,-31.0,1.0,40.0,-50.0,-45.0,15.0
716,,Ontario,Toronto Division,-35.0,-4.0,68.0,-39.0,-9.0,5.0
717,,Ontario,Toronto Division,-34.0,-5.0,48.0,-40.0,-12.0,3.0
718,,Ontario,Toronto Division,-66.0,-54.0,52.0,-75.0,-82.0,24.0
719,,Ontario,Toronto Division,-36.0,-2.0,51.0,-53.0,-49.0,16.0
720,,Ontario,Toronto Division,-36.0,-8.0,36.0,-54.0,-47.0,17.0
721,,Ontario,Toronto Division,-41.0,-13.0,-30.0,-56.0,-48.0,20.0
722,,Ontario,Toronto Division,-36.0,-5.0,32.0,-51.0,-45.0,17.0
723,,Ontario,Toronto Division,-31.0,-5.0,91.0,-37.0,-8.0,6.0
724,,Ontario,Toronto Division,-35.0,-12.0,39.0,-42.0,-15.0,7.0
725,,Ontario,Toronto Division,-40.0,-13.0,-18.0,-57.0,-49.0,18.0
726,,Ontario,Toronto Division,-36.0,-7.0,25.0,-54.0,-48.0,17.0
727,,Ontario,Toronto Division,-38.0,-12.0,12.0,-55.0,-48.0,19.0
728,,Ontario,Toronto Division,-38.0,-7.0,5.0,-54.0,-46.0,19.0
729,,Ontario,Toronto Division,-35.0,-8.0,69.0,-50.0,-45.0,16.0
730,,Ontario,Toronto Division,-33.0,-5.0,49.0,-38.0,-9.0,7.0
731,,Ontario,Toronto Division,-34.0,-11.0,30.0,-41.0,-15.0,6.0
732,,Ontario,Toronto Division,-39.0,-11.0,0.0,-56.0,-48.0,17.0
733,,Ontario,Toronto Division,-41.0,-14.0,-18.0,-56.0,-48.0,18.0
734,,Ontario,Toronto Division,-34.0,-6.0,25.0,-54.0,-46.0,17.0
735,,Ontario,Toronto Division,-37.0,-7.0,-8.0,-55.0,-46.0,18.0
736,,Ontario,Toronto Division,-37.0,-6.0,-10.0,-53.0,-45.0,17.0
737,,Ontario,Toronto Division,-31.0,-2.0,47.0,-36.0,-8.0,6.0
